1;wall;5;6.503743648529053;
2;wall;3;3.4845614433288574;
3;wall;4;4.623366594314575;
4;wall;4;4.621258735656738;
5;wall;4;4.0278449058532715;
6;wall;4;2.916750907897949;
7;wall;5;4.624497890472412;
8;wall;3;2.913891315460205;
9;wall;5;2.9359469413757324;
10;wall;3;2.913123607635498;
11;wall;4;5.193858623504639;
12;wall;4;4.056287527084351;
13;wall;5;5.7729997634887695;
14;wall;4;4.622768878936768;
15;wall;4;4.627098321914673;
16;wall;4;5.195718765258789;
17;wall;3;4.6468424797058105;
18;wall;4;5.192763805389404;
19;wall;4;4.626780271530151;
20;wall;4;4.622206926345825;
