1;tower;4;5.8759238719940186;
2;tower;5;2.9157841205596924;
3;tower;4;2.3579351902008057;
4;tower;4;2.9176292419433594;
5;tower;3;2.9152300357818604;
6;tower;4;3.487525224685669;
7;tower;4;6.330187559127808;
8;tower;4;6.352630615234375;
9;tower;4;5.191079616546631;
10;tower;4;5.196096897125244;
11;tower;4;4.053830146789551;
12;tower;5;2.9326770305633545;
13;tower;4;2.914680242538452;
14;tower;3;2.346367597579956;
15;tower;5;2.9218220710754395;
16;tower;4;2.9171102046966553;
17;tower;4;2.3705384731292725;
18;tower;4;4.623216867446899;
19;tower;3;2.917147636413574;
20;tower;5;2.3480775356292725;
