1;castle;5;5.894738435745239;
2;castle;3;5.2163755893707275;
3;castle;5;5.1494669914245605;
4;castle;3;4.62062406539917;
5;castle;5;4.0550031661987305;
6;castle;3;4.63584041595459;
7;castle;4;4.625391721725464;
8;castle;5;4.578824520111084;
9;castle;3;4.6237266063690186;
10;castle;4;4.633723974227905;
11;castle;5;4.62198543548584;
12;castle;4;5.195369243621826;
13;castle;3;4.012094497680664;
14;castle;4;4.6366050243377686;
15;castle;4;4.623270750045776;
16;castle;5;4.623456001281738;
17;castle;4;4.055070638656616;
18;castle;4;4.64483904838562;
19;castle;3;4.054180383682251;
20;castle;4;4.057430744171143;
